ID_KLASY,ID_TOWARU,ID_KLASY_NADRZ,TYP,NAZWA_KLASY,ID_KLASYFIKACJI,CZY_OBOWIAZKOWA,ID_KLASY_CENTR,CZY_IMP_Z_CENTR,CZY_KLASYFIKACJA_ZEWNETRZNA,CZY_DEFINICJA_CECH_DODATK,TS,CZY_AKTYWNY
7,,,N,GRUPY BOLANN,,N,,false,,false,0x000000000006D91A,true
8,,7,N,ACO,7,N,,false,,false,0x000000000006D91C,true
9,,7,N,AGRIMPEX,7,N,,false,,false,0x000000000006D91D,true
10,,7,N,AKCESORIA DACHOWE,7,N,,false,,false,0x000000000006D91E,true
11,,7,N,AKCESORIA DEKARSKIE,7,N,,false,,false,0x000000000006D91F,true
12,,7,N,AKCESORIA DO BLACHODACHÓWEK,7,N,,false,,false,0x000000000006D920,true
13,,7,N,AKCESORIA DO SUCHEJ ZABUDOWY,7,N,,false,,false,0x000000000006D921,true
14,,7,N,AKCESORIA ELEKTRYCZNE,7,N,,false,,false,0x000000000006D922,true
15,,7,N,AKCESORIA MALARSKIE,7,N,,false,,false,0x000000000006D923,true
16,,7,N,ALTAX,7,N,,false,,false,0x000000000006D924,true
17,,7,N,ALTRAD,7,N,,false,,false,0x000000000006D925,true
18,,7,N,AMF; INNE SUFITY,7,N,,false,,false,0x000000000006D926,true
19,,7,N,ARCELORMITTAL,7,N,,false,,false,0x000000000006D927,true
20,,7,N,ARMICAR,7,N,,false,,false,0x000000000006D928,true
21,,7,N,ASPEO,7,N,,false,,false,0x000000000006D929,true
22,,7,N,ATEX,7,N,,false,,false,0x000000000006D92A,true
23,,7,N,ATLAS,7,N,,false,,false,0x000000000006D92B,true
24,,7,N,BARLINEK,7,N,,false,,false,0x000000000006D92C,true
25,,7,N,BASF,7,N,,false,,false,0x000000000006D92D,true
26,,7,N,BAUMIT,7,N,,false,,false,0x000000000006D92E,true
27,,7,N,BECKERS,7,N,,false,,false,0x000000000006D92F,true
28,,7,N,BETAFENCE,7,N,,false,,false,0x000000000006D930,true
29,,7,N,BHP,7,N,,false,,false,0x000000000006D931,true
30,,7,N,BLACHA TYTAN-CYNK I MIEDZIANA,7,N,,false,,false,0x000000000006D932,true
31,,7,N,BLACHOTRAPEZ,7,N,,false,,false,0x000000000006D933,true
32,,7,N,BLACHPROFIL,7,N,,false,,false,0x000000000006D934,true
33,,7,N,"BLOCZKI, NADPROŻA",7,N,,false,,false,0x000000000006D935,true
34,,7,N,BLUE,7,N,,false,,false,0x000000000006D936,true
35,,7,N,BOGEN,7,N,,false,,false,0x000000000006D937,true
36,,7,N,BOSCH,7,N,,false,,false,0x000000000006D938,true
37,,7,N,BOTAMENT,7,N,,false,,false,0x000000000006D939,true
38,,7,N,BOTTARI,7,N,,false,,false,0x000000000006D93A,true
39,,7,N,BRAAS,7,N,,false,,false,0x000000000006D93B,true
40,,7,N,BRATA KOMINY,7,N,,false,,false,0x000000000006D93C,true
41,,7,N,BROS,7,N,,false,,false,0x000000000006D93D,true
42,,7,N,BUDMAT,7,N,,false,,false,0x000000000006D93E,true
43,,7,N,BUDMIAR,7,N,,false,,false,0x000000000006D93F,true
44,,7,N,"CEGŁA PEŁNA, DZIURAWKA",7,N,,false,,false,0x000000000006D940,true
45,,7,N,CEGŁY I KSZTAŁTKI SZAMOTOWE,7,N,,false,,false,0x000000000006D941,true
46,,7,N,CELMA,7,N,,false,,false,0x000000000006D942,true
47,,7,N,CEMBRIT,7,N,,false,,false,0x000000000006D943,true
48,,7,N,CEMENT,7,N,,false,,false,0x000000000006D944,true
49,,7,N,CERAMIKA TRADYCYJNA,7,N,,false,,false,0x000000000006D945,true
50,,7,N,CERRAD,7,N,,false,,false,0x000000000006D946,true
51,,7,N,CHEMIA,7,N,,false,,false,0x000000000006D947,true
52,,7,N,CHEMIA GOSPODARCZA,7,N,,false,,false,0x000000000006D948,true
53,,7,N,COVAL,7,N,,false,,false,0x000000000006D949,true
54,,7,N,CREATON,7,N,,false,,false,0x000000000006D94A,true
55,,7,N,CRH KLINKIER,7,N,,false,,false,0x000000000006D94B,true
56,,7,N,DALPO,7,N,,false,,false,0x000000000006D94C,true
57,,7,N,DEDRA,7,N,,false,,false,0x000000000006D94D,true
58,,7,N,DEN BRAVEN,7,N,,false,,false,0x000000000006D94E,true
59,,7,N,DEWALT,7,N,,false,,false,0x000000000006D94F,true
60,,7,N,DMB,7,N,,false,,false,0x000000000006D950,true
61,,7,N,DOLINA NIDY,7,N,,false,,false,0x000000000006D951,true
62,,7,N,DOMAX,7,N,,false,,false,0x000000000006D952,true
63,,7,N,DRABINY,7,N,,false,,false,0x000000000006D953,true
64,,7,N,DREWNO,7,N,,false,,false,0x000000000006D954,true
65,,7,N,"DREWNO,PŁYTY OSB.....",7,N,,false,,false,0x000000000006D955,true
66,,7,N,DROGBRUK,7,N,,false,,false,0x000000000006D956,true
67,,7,N,DRZWI + AKCESORIA,7,N,,false,,false,0x000000000006D957,true
68,,7,N,DULUX,7,N,,false,,false,0x000000000006D958,true
69,,7,N,ELASTOLITH,7,N,,false,,false,0x000000000006D959,true
70,,7,N,ELEKTRYCZNE AKCESORIA,7,N,,false,,false,0x000000000006D95A,true
71,,7,N,ENERGIZER,7,N,,false,,false,0x000000000006D95B,true
72,,7,N,ENGELS,7,N,,false,,false,0x000000000006D95C,true
73,,7,N,EURONIT,7,N,,false,,false,0x000000000006D95D,true
74,,7,N,FAKRO,7,N,,false,,false,0x000000000006D95E,true
75,,7,N,"FARBY,LAKIERY",7,N,,false,,false,0x000000000006D95F,true
76,,7,N,FCB CERAMIKA,7,N,,false,,false,0x000000000006D960,true
77,,7,N,FESTOOL,7,N,,false,,false,0x000000000006D961,true
78,,7,N,FISCHER,7,N,,false,,false,0x000000000006D962,true
79,,7,N,FISKARS,7,N,,false,,false,0x000000000006D963,true
80,,7,N,FITT,7,N,,false,,false,0x000000000006D964,true
81,,7,N,FOLIE I MEMBRANY DACHOWE,7,N,,false,,false,0x000000000006D965,true
82,,7,N,FRANS-POL,7,N,,false,,false,0x000000000006D966,true
83,,7,N,FROST,7,N,,false,,false,0x000000000006D967,true
84,,7,N,GALECO,7,N,,false,,false,0x000000000006D968,true
85,,7,N,GARDEN STONES,7,N,,false,,false,0x000000000006D969,true
86,,7,N,GREINPLAST,7,N,,false,,false,0x000000000006D96A,true
87,,7,N,GT CORP,7,N,,false,,false,0x000000000006D96B,true
88,,7,N,GTV,7,N,,false,,false,0x000000000006D96C,true
89,,7,N,GUTTA POLSKA,7,N,,false,,false,0x000000000006D96D,true
90,,7,N,H+H,7,N,,false,,false,0x000000000006D96E,true
91,,7,N,HARDER,7,N,,false,,false,0x000000000006D96F,true
92,,7,N,HAURATON,7,N,,false,,false,0x000000000006D970,true
93,,7,N,HILTI,7,N,,false,,false,0x000000000006D971,true
94,,7,N,HORMANN,7,N,,false,,false,0x000000000006D972,true
95,,7,N,IBF,7,N,,false,,false,0x000000000006D973,true
96,,7,N,ICOPAL,7,N,,false,,false,0x000000000006D974,true
97,,7,N,INNE,7,N,,false,,false,0x000000000006D975,true
98,,7,N,ISOROC,7,N,,false,,false,0x000000000006D976,true
99,,7,N,ISOVER,7,N,,false,,false,0x000000000006D977,true
100,,7,N,IVT,7,N,,false,,false,0x000000000006D978,true
101,,7,N,IZOLACJE - RÓŻNE,7,N,,false,,false,0x000000000006D979,true
102,,7,N,IZOMUR,7,N,,false,,false,0x000000000006D97A,true
103,,7,N,JAKO-HURT,7,N,,false,,false,0x000000000006D97B,true
104,,7,N,JEREMIAS,7,N,,false,,false,0x000000000006D97C,true
105,,7,N,JURGA,7,N,,false,,false,0x000000000006D97D,true
106,,7,N,KAEM,7,N,,false,,false,0x000000000006D97E,true
107,,7,N,KAFLE PIECOWE,7,N,,false,,false,0x000000000006D97F,true
108,,7,N,KAMAL,7,N,,false,,false,0x000000000006D980,true
109,,7,N,KANALIZACJA WEW; ZEW,7,N,,false,,false,0x000000000006D981,true
110,,7,N,KARCHER,7,N,,false,,false,0x000000000006D982,true
111,,7,N,KERAKOLL,7,N,,false,,false,0x000000000006D983,true
112,,7,N,KINGSPAN,7,N,,false,,false,0x000000000006D984,true
113,,7,N,KNAUF,7,N,,false,,false,0x000000000006D985,true
114,,7,N,KOŁKI DO DOCIEPLEŃ,7,N,,false,,false,0x000000000006D986,true
115,,7,N,KONBET,7,N,,false,,false,0x000000000006D987,true
116,,7,N,KOSTKA GRANITOWA,7,N,,false,,false,0x000000000006D988,true
117,,7,N,KRAUSE,7,N,,false,,false,0x000000000006D989,true
118,,7,N,KREISEL,7,N,,false,,false,0x000000000006D98A,true
119,,7,N,LANGE ŁUKASZUK,7,N,,false,,false,0x000000000006D98B,true
120,,7,N,LEKI,7,N,,false,,false,0x000000000006D98C,true
121,,7,N,LEMAR,7,N,,false,,false,0x000000000006D98D,true
122,,7,N,LINDAB,7,N,,false,,false,0x000000000006D98E,true
123,,7,N,LISTWY WYKOŃCZENIOWE I OZDOBNE,7,N,,false,,false,0x000000000006D98F,true
124,,7,N,"LISTWY, NAROŻNIKI",7,N,,false,,false,0x000000000006D990,true
125,,7,N,LOB,7,N,,false,,false,0x000000000006D991,true
126,,7,N,LODE,7,N,,false,,false,0x000000000006D992,true
127,,7,N,MALARSKIE AKCESORIA,7,N,,false,,false,0x000000000006D993,true
128,,7,N,MALFARB,7,N,,false,,false,0x000000000006D994,true
129,,7,N,MARLEY,7,N,,false,,false,0x000000000006D995,true
130,,7,N,"MARLEY,WAVIN I INNE",7,N,,false,,false,0x000000000006D996,true
131,,7,N,MATY POSADZKOWE,7,N,,false,,false,0x000000000006D997,true
132,,7,N,MAXPOL,7,N,,false,,false,0x000000000006D998,true
133,,7,N,MDM,7,N,,false,,false,0x000000000006D999,true
134,,7,N,MEGARON,7,N,,false,,false,0x000000000006D99A,true
135,,7,N,METALURGIA,7,N,,false,,false,0x000000000006D99B,true
136,,7,N,METSPOS,7,N,,false,,false,0x000000000006D99C,true
137,,7,N,MICHNO-SYSTEM,7,N,,false,,false,0x000000000006D99D,true
138,,7,N,MONIER,7,N,,false,,false,0x000000000006D99E,true
139,,7,N,NADPROŻA STRUNOBETONOWE,7,N,,false,,false,0x000000000006D99F,true
140,,7,N,NADPROŻA TRADYCYJNE,7,N,,false,,false,0x000000000006D9A0,true
141,,7,N,NAJEM,7,N,,false,,false,0x000000000006D9A1,true
142,,7,N,NARZĘDZIA BUDOWLANE,7,N,,false,,false,0x000000000006D9A2,true
143,,7,N,"NARZĘDZIA BUDOWLANE,SPRZĘT BUD",7,N,,false,,false,0x000000000006D9A3,true
144,,7,N,NARZĘDZIA DLA BRUKARZY,7,N,,false,,false,0x000000000006D9A4,true
145,,7,N,NICOLL,7,N,,false,,false,0x000000000006D9A5,true
146,,7,N,NILFISK,7,N,,false,,false,0x000000000006D9A6,true
147,,7,N,NOWMET,7,N,,false,,false,0x000000000006D9A7,true
148,,7,N,OCYNK RYNNY,7,N,,false,,false,0x000000000006D9A8,true
149,,7,N,OLEJNIK,7,N,,false,,false,0x000000000006D9A9,true
150,,7,N,OPAŁ,7,N,,false,,false,0x000000000006D9AA,true
151,,7,N,OSPRZĘT DO CZYSZ.PIECÓW I KOM.,7,N,,false,,false,0x000000000006D9AB,true
152,,7,N,OŚCIEŻNICE,7,N,,false,,false,0x000000000006D9AC,true
153,,7,N,PALETY,7,N,,false,,false,0x000000000006D9AD,true
154,,7,N,"PAPIER, SIATKA ŚCIERNA",7,N,,false,,false,0x000000000006D9AE,true
155,,7,N,PARAPETY,7,N,,false,,false,0x000000000006D9AF,true
156,,7,N,PAROC,7,N,,false,,false,0x000000000006D9B0,true
157,,7,N,"PŁYTY OSB,QSB",7,N,,false,,false,0x000000000006D9B1,true
158,,7,N,PODBITKI DREWNIANE,7,N,,false,,false,0x000000000006D9B2,true
159,,7,N,POLMARK,7,N,,false,,false,0x000000000006D9B3,true
160,,7,N,POLYCHEM,7,N,,false,,false,0x000000000006D9B4,true
161,,7,N,POZBRUK,7,N,,false,,false,0x000000000006D9B5,true
162,,7,N,PROFILE STALOWE I AKCESORIA,7,N,,false,,false,0x000000000006D9B6,true
163,,7,N,PROFIX,7,N,,false,,false,0x000000000006D9B7,true
164,,7,N,PROMET,7,N,,false,,false,0x000000000006D9B8,true
165,,7,N,PROTEKTOR,7,N,,false,,false,0x000000000006D9B9,true
166,,7,N,PRUSZYŃSKI,7,N,,false,,false,0x000000000006D9BA,true
167,,7,N,PRZYSUCHA,7,N,,false,,false,0x000000000006D9BB,true
168,,7,N,PUFAS,7,N,,false,,false,0x000000000006D9BC,true
169,,7,N,"PUSTAKI SZKLANE,AKCESORIA",7,N,,false,,false,0x000000000006D9BD,true
170,,7,N,RELIEF,7,N,,false,,false,0x000000000006D9BE,true
171,,7,N,REMMERS,7,N,,false,,false,0x000000000006D9BF,true
172,,7,N,RĘKAWICE ROBOCZE,7,N,,false,,false,0x000000000006D9C0,true
173,,7,N,ROBEN,7,N,,false,,false,0x000000000006D9C1,true
174,,7,N,ROCKWOOL,7,N,,false,,false,0x000000000006D9C2,true
175,,7,N,ROTO,7,N,,false,,false,0x000000000006D9C3,true
176,,7,N,RUPP CERAMIKA,7,N,,false,,false,0x000000000006D9C4,true
177,,7,N,RUSZTA PIECOWE,7,N,,false,,false,0x000000000006D9C5,true
178,,7,N,RUUKKI,7,N,,false,,false,0x000000000006D9C6,true
179,,7,N,RYNNY MIEDZIANE I TYTAN-CYNK,7,N,,false,,false,0x000000000006D9C7,true
180,,7,N,SADOLIN; DREWNOCHRON,7,N,,false,,false,0x000000000006D9C8,true
181,,7,N,SARANTIS,7,N,,false,,false,0x000000000006D9C9,true
182,,7,N,SCALA PLASTICS,7,N,,false,,false,0x000000000006D9CA,true
183,,7,N,SIGMA,7,N,,false,,false,0x000000000006D9CB,true
184,,7,N,SIKA,7,N,,false,,false,0x000000000006D9CC,true
185,,7,N,SILA,7,N,,false,,false,0x000000000006D9CD,true
186,,7,N,SILIKATY,7,N,,false,,false,0x000000000006D9CE,true
187,,7,N,SINIAT,7,N,,false,,false,0x000000000006D9CF,true
188,,7,N,SKRZYNKI GAZOWE,7,N,,false,,false,0x000000000006D9D0,true
189,,7,N,SOLBET,7,N,,false,,false,0x000000000006D9D1,true
190,,7,N,SOUDAL,7,N,,false,,false,0x000000000006D9D2,true
191,,7,N,SPEKTER,7,N,,false,,false,0x000000000006D9D3,true
192,,7,N,STAL,7,N,,false,,false,0x000000000006D9D4,true
193,,7,N,STALCO,7,N,,false,,false,0x000000000006D9D5,true
194,,7,N,STANLEY,7,N,,false,,false,0x000000000006D9D6,true
195,,7,N,STEGU,7,N,,false,,false,0x000000000006D9D7,true
196,,7,N,STROPY,7,N,,false,,false,0x000000000006D9D8,true
197,,7,N,STYROPIAN,7,N,,false,,false,0x000000000006D9D9,true
198,,7,N,STYROPOZ,7,N,,false,,false,0x000000000006D9DA,true
199,,7,N,SYSTEMY WENTYLACYJNE,7,N,,false,,false,0x000000000006D9DB,true
200,,7,N,SZALUNKI KARTONOWE,7,N,,false,,false,0x000000000006D9DC,true
201,,7,N,"SZNURY MURARSKIE, INNE",7,N,,false,,false,0x000000000006D9DD,true
202,,7,N,SZPADLE;ŁOPATY ITP.,7,N,,false,,false,0x000000000006D9DE,true
203,,7,N,ŚNIEŻKA,7,N,,false,,false,0x000000000006D9DF,true
204,,7,N,TECHNONICOL,7,N,,false,,false,0x000000000006D9E0,true
205,,7,N,TEKNOAMERBLOK,7,N,,false,,false,0x000000000006D9E1,true
206,,7,N,TERMOORGANIKA,7,N,,false,,false,0x000000000006D9E2,true
207,,7,N,TERRAZZO,7,N,,false,,false,0x000000000006D9E3,true
208,,7,N,TESA,7,N,,false,,false,0x000000000006D9E4,true
209,,7,N,TOPEX,7,N,,false,,false,0x000000000006D9E5,true
210,,7,N,TREMCO ILLBRUCK,7,N,,false,,false,0x000000000006D9E6,true
211,,7,N,TYCNER,7,N,,false,,false,0x000000000006D9E7,true
212,,7,N,TYTAN,7,N,,false,,false,0x000000000006D9E8,true
213,,7,N,UNICELL,7,N,,false,,false,0x000000000006D9E9,true
214,,7,N,URSA,7,N,,false,,false,0x000000000006D9EA,true
215,,7,N,Usługi,7,N,,false,,false,0x000000000006D9EB,true
216,,7,N,VELUX,7,N,,false,,false,0x000000000006D9EC,true
217,,7,N,VG-ORTH,7,N,,false,,false,0x000000000006D9ED,true
218,,7,N,VILEDA,7,N,,false,,false,0x000000000006D9EE,true
219,,7,N,VOX,7,N,,false,,false,0x000000000006D9EF,true
220,,7,N,WABIS,7,N,,false,,false,0x000000000006D9F0,true
221,,7,N,WAPNO,7,N,,false,,false,0x000000000006D9F1,true
222,,7,N,WAVIN,7,N,,false,,false,0x000000000006D9F2,true
223,,7,N,WEBER,7,N,,false,,false,0x000000000006D9F3,true
224,,7,N,WIEKOR,7,N,,false,,false,0x000000000006D9F4,true
225,,7,N,WIELICZKA,7,N,,false,,false,0x000000000006D9F5,true
226,,7,N,WIENERBERGER,7,N,,false,,false,0x000000000006D9F6,true
227,,7,N,WIM,7,N,,false,,false,0x000000000006D9F7,true
228,,7,N,WIŚNIOWSKI,7,N,,false,,false,0x000000000006D9F8,true
229,,7,N,"WKRĘTY,KOŁKI,GWOŻDZIE I INNE",7,N,,false,,false,0x000000000006D9F9,true
230,,7,N,WYPOŻYCZALNIA,7,N,,false,,false,0x000000000006D9FA,true
231,,7,N,WYROBY KANALIZACYJNE ŻELIWNE,7,N,,false,,false,0x000000000006D9FB,true
232,,7,N,XELLA,7,N,,false,,false,0x000000000006D9FC,true
233,,7,N,YATO NARZĘDZIA,7,N,,false,,false,0x000000000006D9FD,true
234,,7,N,YETICO,7,N,,false,,false,0x000000000006D9FE,true
236,,7,N,"ŻWIR, KRUSZYWA",7,N,,false,,false,0x000000000006DA01,true
237,000001,215,T,,7,N,,false,,false,0x000000000006DA02,true
238,000002,215,T,,7,N,,false,,false,0x000000000006DA03,true
239,000003,215,T,,7,N,,false,,false,0x000000000006DA04,true
240,000004,154,T,,7,N,,false,,false,0x000000000006DA05,true
241,000005,142,T,,7,N,,false,,false,0x000000000006DA06,true
242,000006,48,T,,7,N,,false,,false,0x000000000006DA07,true
243,000007,221,T,,7,N,,false,,false,0x000000000006DA08,true
244,000008,61,T,,7,N,,false,,false,0x000000000006DA09,true
245,000009,61,T,,7,N,,false,,false,0x000000000006DA0A,true
246,000010,61,T,,7,N,,false,,false,0x000000000006DA0B,true
247,000011,236,T,,7,N,,false,,false,0x000000000006DA0C,true
248,000012,236,T,,7,N,,false,,false,0x000000000006DA0D,true
249,000013,189,T,,7,N,,false,,false,0x000000000006DA0E,true
250,000014,189,T,,7,N,,false,,false,0x000000000006DA0F,true
251,000015,173,T,,7,N,,false,,false,0x000000000006DA10,true
252,000016,226,T,,7,N,,false,,false,0x000000000006DA11,true
253,000017,33,T,,7,N,,false,,false,0x000000000006DA12,true
254,000018,32,T,,7,N,,false,,false,0x000000000006DA13,true
255,000019,126,T,,7,N,,false,,false,0x000000000006DA14,true
256,000020,126,T,,7,N,,false,,false,0x000000000006DA15,true
257,000021,126,T,,7,N,,false,,false,0x000000000006DA16,true
258,000022,126,T,,7,N,,false,,false,0x000000000006DA17,true
259,000023,113,T,,7,N,,false,,false,0x000000000006DA18,true
260,000024,113,T,,7,N,,false,,false,0x000000000006DA19,true
261,000025,13,T,,7,N,,false,,false,0x000000000006DA1A,true
262,000026,13,T,,7,N,,false,,false,0x000000000006DA1B,true
263,000027,13,T,,7,N,,false,,false,0x000000000006DA1C,true
264,000028,13,T,,7,N,,false,,false,0x000000000006DA1D,true
265,000029,13,T,,7,N,,false,,false,0x000000000006DA1E,true
266,000030,13,T,,7,N,,false,,false,0x000000000006DA1F,true
267,000031,13,T,,7,N,,false,,false,0x000000000006DA20,true
268,000032,13,T,,7,N,,false,,false,0x000000000006DA21,true
269,000033,13,T,,7,N,,false,,false,0x000000000006DA22,true
270,000034,13,T,,7,N,,false,,false,0x000000000006DA23,true
271,000035,13,T,,7,N,,false,,false,0x000000000006DA24,true
272,000036,13,T,,7,N,,false,,false,0x000000000006DA25,true
273,000037,13,T,,7,N,,false,,false,0x000000000006DA26,true
274,000038,13,T,,7,N,,false,,false,0x000000000006DA27,true
275,000039,13,T,,7,N,,false,,false,0x000000000006DA28,true
276,000040,13,T,,7,N,,false,,false,0x000000000006DA29,true
277,000041,13,T,,7,N,,false,,false,0x000000000006DA2A,true
278,000042,212,T,,7,N,,false,,false,0x000000000006DA2B,true
279,000043,212,T,,7,N,,false,,false,0x000000000006DA2C,true
280,000044,212,T,,7,N,,false,,false,0x000000000006DA2D,true
281,000045,212,T,,7,N,,false,,false,0x000000000006DA2E,true
282,000046,212,T,,7,N,,false,,false,0x000000000006DA2F,true
283,000047,105,T,,7,N,,false,,false,0x000000000006DA30,true
284,000048,212,T,,7,N,,false,,false,0x000000000006DA31,true
285,000049,212,T,,7,N,,false,,false,0x000000000006DA32,true
286,000050,212,T,,7,N,,false,,false,0x000000000006DA33,true
287,000051,142,T,,7,N,,false,,false,0x000000000006DA34,true
288,000052,212,T,,7,N,,false,,false,0x000000000006DA35,true
289,000053,212,T,,7,N,,false,,false,0x000000000006DA36,true
290,000054,212,T,,7,N,,false,,false,0x000000000006DA37,true
291,000055,212,T,,7,N,,false,,false,0x000000000006DA38,true
292,000056,212,T,,7,N,,false,,false,0x000000000006DA39,true
293,000057,212,T,,7,N,,false,,false,0x000000000006DA3A,true
294,000058,212,T,,7,N,,false,,false,0x000000000006DA3B,true
295,000059,212,T,,7,N,,false,,false,0x000000000006DA3C,true
296,000060,212,T,,7,N,,false,,false,0x000000000006DA3D,true
297,000061,212,T,,7,N,,false,,false,0x000000000006DA3E,true
298,000062,212,T,,7,N,,false,,false,0x000000000006DA3F,true
299,000063,212,T,,7,N,,false,,false,0x000000000006DA40,true
300,000064,212,T,,7,N,,false,,false,0x000000000006DA41,true
301,000065,212,T,,7,N,,false,,false,0x000000000006DA42,true
302,000066,212,T,,7,N,,false,,false,0x000000000006DA43,true
303,000067,212,T,,7,N,,false,,false,0x000000000006DA44,true
304,000068,212,T,,7,N,,false,,false,0x000000000006DA45,true
305,000069,212,T,,7,N,,false,,false,0x000000000006DA46,true
306,000070,212,T,,7,N,,false,,false,0x000000000006DA47,true
307,000071,212,T,,7,N,,false,,false,0x000000000006DA48,true
308,000072,142,T,,7,N,,false,,false,0x000000000006DA49,true
309,000073,142,T,,7,N,,false,,false,0x000000000006DA4A,true
310,000074,142,T,,7,N,,false,,false,0x000000000006DA4B,true
311,000075,142,T,,7,N,,false,,false,0x000000000006DA4C,true
312,000076,127,T,,7,N,,false,,false,0x000000000006DA4D,true
313,000077,127,T,,7,N,,false,,false,0x000000000006DA4E,true
314,000078,127,T,,7,N,,false,,false,0x000000000006DA4F,true
315,000079,127,T,,7,N,,false,,false,0x000000000006DA50,true
316,000080,127,T,,7,N,,false,,false,0x000000000006DA51,true
317,000081,142,T,,7,N,,false,,false,0x000000000006DA52,true
318,000082,127,T,,7,N,,false,,false,0x000000000006DA53,true
319,000083,127,T,,7,N,,false,,false,0x000000000006DA54,true
320,000084,127,T,,7,N,,false,,false,0x000000000006DA55,true
321,000085,127,T,,7,N,,false,,false,0x000000000006DA56,true
322,000086,127,T,,7,N,,false,,false,0x000000000006DA57,true
323,000087,127,T,,7,N,,false,,false,0x000000000006DA58,true
324,000088,127,T,,7,N,,false,,false,0x000000000006DA59,true
325,000089,127,T,,7,N,,false,,false,0x000000000006DA5A,true
326,000090,70,T,,7,N,,false,,false,0x000000000006DA5B,true
327,000091,124,T,,7,N,,false,,false,0x000000000006DA5C,true
328,000092,197,T,,7,N,,false,,false,0x000000000006DA5D,true
329,000093,197,T,,7,N,,false,,false,0x000000000006DA5E,true
330,000094,197,T,,7,N,,false,,false,0x000000000006DA5F,true
331,000095,197,T,,7,N,,false,,false,0x000000000006DA60,true
332,000096,197,T,,7,N,,false,,false,0x000000000006DA61,true
333,000097,197,T,,7,N,,false,,false,0x000000000006DA62,true
334,000098,167,T,,7,N,,false,,false,0x000000000006DA63,true
335,000099,167,T,,7,N,,false,,false,0x000000000006DA64,true
336,000100,167,T,,7,N,,false,,false,0x000000000006DA65,true
337,000101,62,T,,7,N,,false,,false,0x000000000006DA66,true
338,000102,167,T,,7,N,,false,,false,0x000000000006DA67,true
339,000103,167,T,,7,N,,false,,false,0x000000000006DA68,true
340,000104,167,T,,7,N,,false,,false,0x000000000006DA69,true
341,000105,167,T,,7,N,,false,,false,0x000000000006DA6A,true
342,000106,167,T,,7,N,,false,,false,0x000000000006DA6B,true
343,000107,167,T,,7,N,,false,,false,0x000000000006DA6C,true
344,000108,167,T,,7,N,,false,,false,0x000000000006DA6D,true
345,000109,167,T,,7,N,,false,,false,0x000000000006DA6E,true
346,000110,108,T,,7,N,,false,,false,0x000000000006DA6F,true
347,000111,108,T,,7,N,,false,,false,0x000000000006DA70,true
348,000112,108,T,,7,N,,false,,false,0x000000000006DA71,true
349,000113,108,T,,7,N,,false,,false,0x000000000006DA72,true
350,000114,108,T,,7,N,,false,,false,0x000000000006DA73,true
351,000115,108,T,,7,N,,false,,false,0x000000000006DA74,true
352,000116,108,T,,7,N,,false,,false,0x000000000006DA75,true
353,000117,108,T,,7,N,,false,,false,0x000000000006DA76,true
354,000118,108,T,,7,N,,false,,false,0x000000000006DA77,true
355,000119,108,T,,7,N,,false,,false,0x000000000006DA78,true
356,000120,47,T,,7,N,,false,,false,0x000000000006DA79,true
357,000121,135,T,,7,N,,false,,false,0x000000000006DA7A,true
358,000122,142,T,,7,N,,false,,false,0x000000000006DA7B,true
359,000123,142,T,,7,N,,false,,false,0x000000000006DA7C,true
360,000124,135,T,,7,N,,false,,false,0x000000000006DA7D,true
361,000125,135,T,,7,N,,false,,false,0x000000000006DA7E,true
362,000126,182,T,,7,N,,false,,false,0x000000000006DA7F,true
363,000127,182,T,,7,N,,false,,false,0x000000000006DA80,true
364,000128,182,T,,7,N,,false,,false,0x000000000006DA81,true
365,000129,182,T,,7,N,,false,,false,0x000000000006DA82,true
366,000130,182,T,,7,N,,false,,false,0x000000000006DA83,true
367,000131,182,T,,7,N,,false,,false,0x000000000006DA84,true
368,000132,182,T,,7,N,,false,,false,0x000000000006DA85,true
369,000133,182,T,,7,N,,false,,false,0x000000000006DA86,true
370,000134,182,T,,7,N,,false,,false,0x000000000006DA87,true
371,000135,182,T,,7,N,,false,,false,0x000000000006DA88,true
372,000136,182,T,,7,N,,false,,false,0x000000000006DA89,true
373,000137,182,T,,7,N,,false,,false,0x000000000006DA8A,true
374,000138,182,T,,7,N,,false,,false,0x000000000006DA8B,true
375,000139,182,T,,7,N,,false,,false,0x000000000006DA8C,true
376,000140,182,T,,7,N,,false,,false,0x000000000006DA8D,true
377,000141,182,T,,7,N,,false,,false,0x000000000006DA8E,true
378,000142,182,T,,7,N,,false,,false,0x000000000006DA8F,true
379,000143,182,T,,7,N,,false,,false,0x000000000006DA90,true
380,000144,182,T,,7,N,,false,,false,0x000000000006DA91,true
381,000145,182,T,,7,N,,false,,false,0x000000000006DA92,true
382,000146,182,T,,7,N,,false,,false,0x000000000006DA93,true
383,000147,182,T,,7,N,,false,,false,0x000000000006DA94,true
384,000148,182,T,,7,N,,false,,false,0x000000000006DA95,true
385,000149,182,T,,7,N,,false,,false,0x000000000006DA96,true
386,000150,182,T,,7,N,,false,,false,0x000000000006DA97,true
387,000151,182,T,,7,N,,false,,false,0x000000000006DA98,true
388,000152,182,T,,7,N,,false,,false,0x000000000006DA99,true
389,000153,182,T,,7,N,,false,,false,0x000000000006DA9A,true
390,000154,182,T,,7,N,,false,,false,0x000000000006DA9B,true
