ID_TOWARU,ID_MAGAZYNU,ILOSC,ILOSC_ZAREZERWOWANA
000437,M1S,7.0000,0.0000
000438,M1S,3.0000,0.0000
000439,M1S,30.4240,0.0000
000440,M1P,0.0000,0.0000
000440,M1S,44.6290,0.0000
000441,M1S,48.1750,0.0000
000442,M1S,27.0000,0.0000
000443,M1S,6.0000,0.0000
000444,M1S,35.8450,0.0000
000445,M1S,41.3290,0.0000
000446,M1S,38.4250,0.0000
000447,M1S,123.1350,0.0000
000448,M1S,25.0000,0.0000
000449,M1S,20.2700,0.0000
000450,M1S,25.8750,0.0000
000451,M1P,0.0000,0.0000
000451,M1S,170.7250,0.0000
000451,MDEP,20.0000,0.0000
000452,M1S,50.9130,0.0000
000453,M1S,50.0000,0.0000
000454,M1S,202.0000,0.0000
000455,M1S,47.0000,0.0000
000456,M1S,44.0700,0.0000
000457,M1S,1.0000,0.0000
000458,M1S,6.5950,0.0000
000459,M1S,6.4400,0.0000
000460,M1S,5.1950,0.0000
000461,M1S,43.0000,0.0000
000462,M1S,2.0000,0.0000
000463,M1S,26.0000,0.0000
000464,M1S,4.0000,0.0000
000465,M1S,5.0000,0.0000
000466,M1S,4.0000,0.0000
000468,M1S,4.0000,0.0000
000469,M1S,1.0000,0.0000
000470,M1S,106.0000,0.0000
000471,M1S,213.0000,0.0000
000472,M1S,110.0000,0.0000
000473,M1S,228.0000,0.0000
000474,M1S,3.0000,0.0000
000475,M1S,5.0000,0.0000
000476,M1S,0.0000,0.0000
000477,M1S,10.0000,0.0000
000478,M1S,5.0000,0.0000
000479,M1S,0.0000,0.0000
000480,M1S,519.0000,0.0000
000481,M1S,2.0000,0.0000
000482,M1S,6.0000,0.0000
000483,M1S,4.0000,0.0000
000484,M1S,5.0000,0.0000
000485,M1S,936.0000,0.0000
000486,M1S,148.0000,0.0000
000487,M1S,44.0000,0.0000
000488,M1S,240.0000,0.0000
000489,M1S,18.0000,0.0000
000490,M1S,2.0000,0.0000
000492,M1S,5.0000,0.0000
000493,M1P,0.0000,0.0000
000493,M1S,303.0000,0.0000
000494,M1S,2.0000,0.0000
000495,M1S,13.0000,0.0000
000496,M1S,13.0000,0.0000
000497,M1S,98.0000,0.0000
000498,M1S,111.0000,0.0000
000499,M1S,0.0000,0.0000
000500,M1S,295.0000,0.0000
000501,M1P,0.0000,0.0000
000502,M1S,1.0000,0.0000
000503,M1P,0.0000,0.0000
000503,M1S,296.0000,0.0000
000504,M1S,221.0000,0.0000
000505,M1S,49.0000,0.0000
000506,M1S,257.0000,0.0000
000507,M1S,163.0000,0.0000
000508,M1S,3.0000,0.0000
000509,M1S,1.0000,0.0000
000510,M1S,20.0000,0.0000
000511,M1S,7.0000,0.0000
000512,M1P,951.0000,0.0000
000512,MDEP,0.0000,0.0000
000513,M1P,387.0000,0.0000
000514,M1S,81.9750,0.0000
000515,M1S,1.0000,0.0000
000516,M1S,3.0000,0.0000
000517,M1S,1506.0000,0.0000
000518,M1S,85.0000,0.0000
000519,M1S,5.3500,0.0000
000520,M1S,10.3450,0.0000
000521,M1S,51.0000,0.0000
000522,M1S,34.0000,0.0000
000523,M1S,5.0000,0.0000
000524,M1S,2845.0000,0.0000
000525,M1S,4.0150,0.0000
000526,M1S,0.2300,0.0000
000527,M1S,13.0550,0.0000
000528,M1S,4.0000,0.0000
000529,M1S,6.0000,0.0000
000530,M1S,7.0000,0.0000
000531,M1S,2.0000,0.0000
000532,M1S,23.0000,0.0000
000533,M1S,4.0000,0.0000
000534,M1S,16.0000,0.0000
000535,M1S,23.6920,0.0000
000536,M1S,8.0000,0.0000
000537,M1S,239.0000,0.0000
000537,MDEP,0.0000,0.0000
000539,M1S,10.0000,0.0000
000540,M1S,1858.0000,0.0000
000541,M1S,2498.0000,0.0000
000541,MDEP,150.0000,0.0000
000542,M1S,3.0000,0.0000
000543,M1S,30.0000,0.0000
000544,M1S,6.3950,0.0000
000545,M1S,0.6300,0.0000
000546,M1S,413.0000,0.0000
000547,M1S,7.0000,0.0000
000548,M1S,5.0000,0.0000
000549,M1S,2.0000,0.0000
000550,M1S,8.0000,0.0000
000551,M1S,4.0000,0.0000
000552,M1S,4.0000,0.0000
000553,M1S,1.0000,0.0000
000554,M1S,1.0000,0.0000
000555,M1S,1.0000,0.0000
000556,M1S,98.0000,0.0000
000557,M1S,15.0000,0.0000
000558,M1P,28.0000,0.0000
000559,M1P,16.0000,0.0000
000560,M1P,1356.0000,0.0000
000560,MDEP,30.0000,0.0000
000561,M1S,7.0000,0.0000
000562,M1P,1672.0000,0.0000
000563,M1S,8.0000,0.0000
000564,M1S,6.6000,0.0000
000565,M1S,7.3750,0.0000
000566,M1S,3.6000,0.0000
000567,M1S,9.5000,0.0000
000568,M1P,3113.0000,0.0000
000569,M1S,55.0000,0.0000
000571,M1S,216.0000,0.0000
000572,M1S,3.0000,0.0000
000573,M1S,2.0000,0.0000
000574,M1S,0.0000,0.0000
000575,M1S,9.0000,0.0000
000576,M1S,6.4700,0.0000
000577,M1S,9.5010,0.0000
000578,M1S,0.0000,0.0000
000579,M1S,11.0000,0.0000
000580,M1S,17.0000,0.0000
000581,M1S,21.0000,0.0000
000582,M1S,1.0000,0.0000
000583,M1S,1.0000,0.0000
000584,M1S,15.0000,0.0000
000585,M1S,14.0000,0.0000
000586,M1S,5.0000,0.0000
000587,M1S,50.9000,0.0000
000588,M1S,1.0000,0.0000
000589,M1S,9.0000,0.0000
000590,M1S,21.0000,0.0000
000591,M1S,24.0000,0.0000
000592,M1P,0.0000,0.0000
000593,M1S,4.7050,0.0000
000594,M1S,1.2700,0.0000
000595,M1S,1.0000,0.0000
000596,M1S,6.0000,0.0000
000597,M1S,1.3300,0.0000
000598,M1S,6.0000,0.0000
000599,M1S,12.0000,0.0000
000600,M1S,11.0000,0.0000
000601,M1S,1.0000,0.0000
000602,M1S,15.0000,0.0000
000603,M1S,2.0100,0.0000
000604,M1S,6.6950,0.0000
000605,M1S,5.0000,0.0000
000606,M1S,7.0000,0.0000
000607,M1S,14.0000,0.0000
000608,M1S,6.0000,0.0000
000609,M1P,0.0000,0.0000
000609,M1S,28.0000,0.0000
000610,M1P,0.0000,0.0000
000610,M1S,21.0000,0.0000
000611,M1S,24.0000,0.0000
000612,M1S,24.0000,0.0000
000613,M1P,0.0000,0.0000
000613,M1S,9.0000,0.0000
000614,M1P,0.0000,0.0000
000614,M1S,7.0000,0.0000
000615,M1P,0.0000,0.0000
000615,M1S,9.0000,0.0000
000616,M1S,0.0000,0.0000
000617,M1S,2.0000,0.0000
000618,M1S,31.0000,0.0000
000619,M1S,31.2050,0.0000
000620,M1S,6.0000,0.0000
000621,M1S,19.0000,0.0000
000622,M1S,2.0000,0.0000
000623,M1S,5.0000,0.0000
000624,M1P,3149.0000,0.0000
000624,MDEP,0.0000,0.0000
000625,M1P,4.0000,0.0000
000625,MDEP,144.0000,0.0000
000626,M1S,97.0000,0.0000
000627,M1P,64.0000,0.0000
000627,M1S,0.0000,0.0000
000628,M1S,2.0000,0.0000
000629,M1S,1978.0000,0.0000
000629,MDEP,0.0000,0.0000
000630,M1S,114.0000,0.0000
000631,M1S,2.0000,0.0000
000632,M1S,44.2050,0.0000
000633,M1S,400.0000,0.0000
000634,M1S,161.0000,0.0000
000635,M1S,7.0000,0.0000
000636,M1S,27.0000,0.0000
000637,M1P,8.0000,0.0000
000638,M1P,42.0000,0.0000
000639,M1S,2.0000,0.0000
000640,M1S,32.0000,0.0000
000641,M1S,3.0000,0.0000
000642,M1S,0.0000,0.0000
000643,M1P,34.0000,0.0000
000644,M1S,0.9600,0.0000
000645,M1P,0.0000,0.0000
000645,MDEP,360.0000,0.0000
000646,M1S,3.0000,0.0000
000647,M1S,4.0000,0.0000
000648,M1S,1.0000,0.0000
000649,M1S,4.0000,0.0000
000650,M1P,0.0000,0.0000
000650,M1S,8.0000,0.0000
000651,M1P,0.0000,0.0000
000652,M1S,35.0000,0.0000
000653,M1S,400.0000,0.0000
000654,M1S,15.0000,0.0000
000655,M1P,12.0000,0.0000
000656,M1S,14.0000,0.0000
000657,M1S,184.0000,0.0000
000658,M1S,219.0000,0.0000
000658,MDEP,0.0000,0.0000
000660,M1S,440.8000,0.0000
000661,M1P,107.0000,0.0000
000662,M1S,2.0000,0.0000
000663,M1S,11.0000,0.0000
000664,M1S,11.0000,0.0000
000665,M1S,6.0000,0.0000
000666,M1P,83.0000,0.0000
000667,M1P,89.0000,0.0000
000668,M1S,9.0000,0.0000
000669,M1S,5.0000,0.0000
000670,M1P,104.0000,0.0000
000671,M1S,5.0000,0.0000
000672,M1S,53.0000,0.0000
000673,M1S,73.0000,0.0000
000674,M1S,14.0000,0.0000
000675,M1S,173.0000,0.0000
000676,M1S,71.0000,0.0000
000677,M1S,159.0000,0.0000
000678,M1S,6.0000,0.0000
000679,M1S,4.0000,0.0000
000680,M1S,8.0000,0.0000
000681,M1P,0.0000,0.0000
000681,M1S,6.0000,0.0000
000682,M1S,43.6100,0.0000
000683,M1S,109.0000,0.0000
000684,M1S,60.0000,0.0000
000685,M1S,145.0000,0.0000
000686,M1S,3.0000,0.0000
000687,M1S,2.0000,0.0000
000688,M1S,25.0000,0.0000
000689,M1P,264.0000,0.0000
000689,MDEP,0.0000,0.0000
000690,M1S,4.7000,0.0000
000691,M1P,0.0000,0.0000
000691,MDEP,648.0000,0.0000
000692,M1S,5.0000,0.0000
000693,M1S,4.0000,0.0000
000694,M1S,21.0000,0.0000
000695,M1S,67.0000,0.0000
000696,M1S,138.0000,0.0000
000697,M1S,14.7200,0.0000
000698,M1S,209.0000,0.0000
000699,M1S,10.0000,0.0000
000700,M1S,9.0000,0.0000
000701,M1S,9.0000,0.0000
000702,M1P,11.0000,0.0000
000703,M1P,11.0000,0.0000
000704,M1P,10.0000,0.0000
000705,M1P,20.0000,0.0000
000706,M1S,6.0000,0.0000
000707,M1S,7.0000,0.0000
000708,M1P,5.0000,0.0000
000709,M1S,4.0000,0.0000
000710,M1S,93.0000,0.0000
000711,M1S,84.0000,0.0000
000712,M1S,2.0000,0.0000
000713,M1P,673.0000,0.0000
000714,M1S,0.0000,0.0000
000715,M1S,11.0000,0.0000
000716,M1P,0.0000,0.0000
000716,M1S,13.0000,0.0000
000717,M1S,80.0000,0.0000
000718,M1P,720.0000,0.0000
000718,MDEP,2416.0000,0.0000
000718,MTRA,0.0000,0.0000
000719,M1S,18.8200,0.0000
000720,M1S,30.4050,0.0000
000721,M1S,7.2100,0.0000
000722,M1S,54.0000,0.0000
000723,M1S,68.0000,0.0000
000724,M1S,401.0000,0.0000
000725,M1P,0.0000,0.0000
000725,MDEP,0.0000,0.0000
000726,M1P,1620.0000,0.0000
000727,M1S,116.0000,0.0000
000728,M1S,3.0000,0.0000
000729,M1S,1870.0000,0.0000
000730,M1P,0.0000,0.0000
000730,M1S,143.0000,0.0000
000731,M1P,0.0000,0.0000
000731,M1S,1741.0000,0.0000
000732,M1P,0.0000,0.0000
000732,M1S,2011.0000,0.0000
000733,M1S,259.0000,0.0000
000734,M1S,74.1150,0.0000
000735,M1S,0.0000,0.0000
000736,M1S,0.0000,0.0000
000737,M1S,102.0000,0.0000
000738,M1P,310.0000,0.0000
000739,M1S,9.0000,0.0000
000740,M1S,345.0000,0.0000
000741,M1S,1485.0000,0.0000
000742,M1S,13.0000,0.0000
000743,M1S,4.0000,0.0000
000744,M1S,155.0000,0.0000
000745,M1S,0.0000,0.0000
000746,M1S,1.0000,0.0000
000747,M1P,0.0000,0.0000
000748,M1S,0.0000,0.0000
000749,M1P,311.0000,0.0000
000749,M1S,0.0000,0.0000
000749,MDEP,13682.0000,0.0000
000749,MTRA,0.0000,0.0000
000750,M1P,70.0000,0.0000
